brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
24647,for_sale,294900,3,2,0.22,769931,Orange,Texas,77632,1951,
78979,for_sale,25000,,,0.53,389733,Vidor,Texas,77662,,
14924,for_sale,236000,3,2,0.21,1095395,Groves,Texas,77619,1752,
78979,for_sale,35000,,,0.47,1962988,Vidor,Texas,77662,,
78979,for_sale,35000,,,0.46,1962988,Vidor,Texas,77662,,
78979,for_sale,32000,,,0.49,1962988,Vidor,Texas,77662,,
33717,for_sale,20000,,,0.14,295578,Port Arthur,Texas,77642,,
1851,for_sale,249900,,,4,1140417,Orange,Texas,77630,,
81697,for_sale,174900,,,1,630232,Kirbyville,Texas,75956,,
22960,for_sale,145000,,,0.51,869550,Bridge City,Texas,77611,,
30635,for_sale,29900,3,2,0.53,1780750,Orange,Texas,77630,1232,2019-02-26
34119,for_sale,79900,2,1,1,872567,Vidor,Texas,77662,1128,
53573,for_sale,199000,3,2,1.15,1206664,Orange,Texas,77630,2435,
53573,for_sale,61500,3,1,,1017373,Orange,Texas,77630,968,
9381,for_sale,94400,4,2,0.52,1006650,Orange,Texas,77632,2045,
54661,for_sale,338000,5,3,3.5,527982,Orange,Texas,77630,3510,
93123,for_sale,265000,3,3,1.98,1491084,Kirbyville,Texas,75956,1870,2022-03-29
72278,for_sale,96500,3,2,,1739825,Orange,Texas,77632,1792,
48623,for_sale,145000,4,3,0.21,661039,Port Arthur,Texas,77642,1882,
81575,for_sale,164000,4,2,0.33,815530,Orange,Texas,77632,1829,
21946,for_sale,159900,3,2,0.29,1480625,Orange,Texas,77630,1740,2018-07-11
24643,for_sale,131316,3,2,0.14,899310,Orange,Texas,77630,1440,
81575,for_sale,300000,3,2,10,1798572,Buna,Texas,77612,1920,2019-12-06
23859,for_sale,179000,4,2,,535966,Orange,Texas,77632,2012,2020-03-04
81575,for_sale,250000,4,2,0.68,1239145,Orange,Texas,77630,2000,
1851,for_sale,124500,3,2,,850566,Orange,Texas,77630,1278,
81575,for_sale,199500,4,2,0.66,1526649,Mauriceville,Texas,77632,1895,
96758,for_sale,175000,3,2,0.2,254346,Buna,Texas,77612,1612,
24643,for_sale,469000,4,3,7,1388436,Orange,Texas,77632,2447,2019-04-03
1851,for_sale,189900,3,2,0.16,1478280,Groves,Texas,77619,1388,
81575,for_sale,237000,3,3,,1093528,Orange,Texas,77630,1514,2017-11-20
22960,for_sale,379900,5,3,2,360450,Vidor,Texas,77662,3168,
1851,for_sale,65000,,,1.66,12838,Orange,Texas,77632,,
85387,for_sale,259999,,,11.87,583950,Buna,Texas,77617,,
88188,for_sale,349900,5,3,0.67,1214893,Orange,Texas,77632,2730,
48625,for_sale,359900,4,3,0.41,1014789,Orange,Texas,77632,2410,2019-12-31
81575,for_sale,118000,,,5.1,1957279,Orange,Texas,77632,,
1851,for_sale,99900,,,3,1881568,Orange,Texas,77630,,
51514,for_sale,27000,,,0.13,1314117,Bridge City,Texas,77611,,
22960,for_sale,275000,,,20.32,422034,Kirbyville,Texas,75956,,
51514,for_sale,125000,,,11,564246,Vidor,Texas,77662,,
24643,for_sale,57500,,,0.62,1326615,Orange,Texas,77630,,
24643,for_sale,35000,,,0.23,689734,Bridge City,Texas,77611,,
81575,for_sale,349900,4,2,0.46,884775,Orange,Texas,77630,2068,
81575,for_sale,105000,3,2,0.16,284596,Orange,Texas,77630,1762,
81575,for_sale,105000,3,2,3.16,1357350,Orange,Texas,77632,1232,2007-11-30
23859,for_sale,103000,3,2,0.23,278367,Orange,Texas,77630,1512,
22959,for_sale,155800,3,2,0.15,1535899,Groves,Texas,77619,1628,
53573,for_sale,242500,3,3,0.28,1574645,Orange,Texas,77630,3542,2021-06-09
66932,for_sale,179900,4,2,,873005,Groves,Texas,77619,2616,
78979,for_sale,165000,3,2,0.38,32562,Orange,Texas,77630,1577,
23859,for_sale,175000,4,3,,724281,Kirbyville,Texas,75956,2115,
34119,for_sale,175000,4,2,0.82,258726,Vidor,Texas,77662,1792,
26350,for_sale,139000,2,2,,1533494,Orange,Texas,77632,1059,2022-02-03
88188,for_sale,25000,,,,1757069,Port Arthur,Texas,77655,,
1554,for_sale,174900,3,2,0.16,1375750,Groves,Texas,77619,1315,
27172,for_sale,250000,4,2,0.75,156737,Vidor,Texas,77662,2433,2018-08-29
33745,for_sale,57000,,,5.58,1866143,Buna,Texas,77612,,
1554,for_sale,595000,3,2,43.66,1643830,Kirbyville,Texas,75956,1583,
24643,for_sale,218700,3,2,0.47,932238,Bridge City,Texas,77611,1805,
19102,for_sale,285000,,,20.32,422034,Kirbyville,Texas,75929,,
1720,for_sale,380064,4,3,7,1436794,Orange,Texas,77630,2160,
19060,for_sale,390000,4,3,,1292457,Groves,Texas,77619,3346,
24643,for_sale,650000,3,5,,782035,Bridge City,Texas,77611,4400,
96758,for_sale,260000,3,2,2.61,577940,Buna,Texas,77612,2024,
81575,for_sale,330000,4,4,2.89,1380310,Buna,Texas,77612,2755,
51514,for_sale,434900,4,2,0.68,1083530,Orange,Texas,77630,2701,2018-09-05
81575,for_sale,149900,4,2,0.18,1482469,Groves,Texas,77619,1426,
35608,for_sale,200000,3,2,1,758343,Vidor,Texas,77662,1600,
23859,for_sale,390000,4,4,,1636862,Orange,Texas,77632,3590,
96758,for_sale,550000,3,3,12.08,316693,Buna,Texas,77612,2590,2018-01-10
18228,for_sale,82999,,,0.44,1916827,Groves,Texas,77619,,
48623,for_sale,349900,4,2,0.19,1552704,Groves,Texas,77619,2124,
22959,for_sale,165000,,,4.51,1775362,Vidor,Texas,77662,,2008-02-13
81575,for_sale,451691,4,4,,1345004,Groves,Texas,77619,2709,
79899,for_sale,247670,3,2,0.21,650359,Bridge City,Texas,77611,1561,
23859,for_sale,75000,3,2,,1001974,Bridge City,Texas,77611,2016,2019-11-26
82588,for_sale,51500,3,1,,1032354,Orange,Texas,77630,1691,
24643,for_sale,65000,2,1,,1158150,Orange,Texas,77632,868,
48623,for_sale,189900,3,2,1.12,211952,Buna,Texas,77612,1450,2017-11-28
23859,for_sale,30000,3,2,0.16,1081085,Port Arthur,Texas,77642,1446,
51514,for_sale,69900,2,1,,899582,Orange,Texas,77630,1036,2008-06-27
78979,for_sale,169900,3,2,0.27,451894,Vidor,Texas,77662,1675,
48625,for_sale,149500,4,2,0.29,663592,Kirbyville,Texas,75956,1647,2022-04-29
81575,for_sale,189900,3,2,0.26,1005779,Bridge City,Texas,77611,1729,
1851,for_sale,289900,3,3,0.32,827014,Orange,Texas,77630,2698,
22960,for_sale,254900,2,2,2.4,762163,Orange,Texas,77632,2160,
81575,for_sale,129900,3,1,,1482183,Orange,Texas,77630,1147,2018-08-14
79104,for_sale,173900,3,2,0.55,1535134,Groves,Texas,77619,1310,
48625,for_sale,179900,3,2,0.2,1472400,Port Arthur,Texas,77642,1448,
81575,for_sale,460000,4,3,2.5,1773537,Orange,Texas,77630,3606,2007-01-05
388,for_sale,215000,4,2,2,1802872,Orange,Texas,77632,1554,
81575,for_sale,249000,3,2,0.78,1465258,Bridge City,Texas,77611,1966,
81575,for_sale,330000,3,3,0.33,58922,Bridge City,Texas,77611,2318,2014-06-10
388,for_sale,449900,4,3,0.62,874966,Orange,Texas,77632,3097,
81575,for_sale,439900,3,2,0.84,307181,Bridge City,Texas,77611,2600,2016-02-24
81575,for_sale,295000,3,2,5.5,1062134,Buna,Texas,77612,2020,
78979,for_sale,315500,4,2,0.92,635805,Vidor,Texas,77662,2829,2021-11-04
84347,for_sale,35500,,,1,1860709,Orange,Texas,77632,,
1554,for_sale,279900,4,3,0.54,734072,Bridge City,Texas,77611,2050,
24643,for_sale,175000,3,2,,193541,Bridge City,Texas,77611,1544,
81575,for_sale,239900,3,2,0.35,1657503,Orange,Texas,77632,1627,2007-06-18
81575,for_sale,197000,3,2,0.23,1240461,Orange,Texas,77630,1300,
81575,for_sale,209000,3,2,,1167453,Bridge City,Texas,77611,1584,2014-09-26
61825,for_sale,220000,3,2,0.17,1301239,Groves,Texas,77619,1424,
19102,for_sale,275000,3,3,0.19,85779,Bridge City,Texas,77611,1726,
52365,for_sale,50000,,,0.48,1248593,Port Arthur,Texas,77642,,
41415,for_sale,395000,4,4,0.9,605231,Bridge City,Texas,77611,2400,
81663,for_sale,275000,3,2,0.22,443994,Vidor,Texas,77662,,
48623,for_sale,539000,4,3,2.04,1453951,Vidor,Texas,77662,4028,
1554,for_sale,269000,3,2,,1101945,Groves,Texas,77619,1650,
1554,for_sale,180000,,,1.09,1236487,Port Arthur,Texas,77642,,
66932,for_sale,69000,4,3,0.39,889403,Orange,Texas,77630,3191,2021-10-22
81575,for_sale,59900,3,2,,492640,Orange,Texas,77630,1736,
31307,for_sale,150000,4,3,0.22,477624,Vidor,Texas,77662,1980,2020-12-16
81575,for_sale,89900,3,2,0.3,546819,Orange,Texas,77630,1736,
22959,for_sale,180000,4,3,0.29,113458,Pinehurst,Texas,77630,2236,
58926,for_sale,110000,3,2,0.16,1156060,Port Arthur,Texas,77642,1734,
109987,for_sale,85000,3,2,0.34,1445395,Groves,Texas,77619,1049,
23859,for_sale,119900,2,2,0.42,571927,West Orange,Texas,77630,1428,2019-07-17
1851,for_sale,139900,2,2,,812788,Orange,Texas,77632,1460,
81575,for_sale,129900,3,2,0.37,855141,Orange,Texas,77630,1398,
30635,for_sale,195500,4,2,3.58,1611810,Vidor,Texas,77662,2432,
1851,for_sale,314900,3,3,1.1,1732199,Orange,Texas,77630,2361,2019-07-19
23859,for_sale,89900,3,1,0.4,1005506,Bridge City,Texas,77611,896,
78979,for_sale,223000,3,2,0.53,1553925,Vidor,Texas,77662,1941,2018-10-11
53573,for_sale,85000,3,1,0.17,1184717,Orange,Texas,77630,1092,
23859,for_sale,189900,3,2,2.5,52989,Orange,Texas,77632,1765,
96758,for_sale,150000,2,1,0.75,1202035,Buna,Texas,77612,1246,2014-04-08
16441,for_sale,119000,2,1,,948966,Orange,Texas,77632,910,
23859,for_sale,149750,4,2,0.16,399526,Orange,Texas,77630,1575,2017-12-19
24643,for_sale,116900,3,2,0.14,898098,West Orange,Texas,77630,1530,2010-04-13
81575,for_sale,139000,4,2,0.73,1135061,Orange,Texas,77632,2240,
81575,for_sale,550000,4,2,1.46,1765253,Orange,Texas,77630,3680,
81573,for_sale,155000,3,2,0.42,624573,Orange,Texas,77630,1608,
22960,for_sale,429900,4,4,0.41,983875,Orange,Texas,77632,4198,2018-10-04
388,for_sale,149900,3,2,0.36,1321208,Orange,Texas,77632,1380,
53016,for_sale,144900,3,1,0.22,862665,Groves,Texas,77619,1472,
1554,for_sale,189999,3,2,,1655824,Orange,Texas,77632,1456,
81575,for_sale,124900,3,2,0.16,828779,Groves,Texas,77619,1660,
26350,for_sale,388000,4,2,0.41,796521,Bridge City,Texas,77630,2508,2007-11-20
388,for_sale,294900,4,3,0.95,1368911,Orange,Texas,77630,2254,
81575,for_sale,570000,5,5,5,477127,Orange,Texas,77632,4110,
7885,for_sale,675000,4,4,25,1392919,Kirbyville,Texas,75956,2700,
81575,for_sale,399000,4,3,,639712,Orange,Texas,77630,2981,
107043,for_sale,235000,4,3,0.16,624440,Groves,Texas,77619,1807,
1851,for_sale,189900,3,2,0.2,901741,Orange,Texas,77630,1321,
19102,for_sale,339000,4,3,0.16,829922,Groves,Texas,77619,2029,
27172,for_sale,124900,3,2,0.31,1261303,Port Arthur,Texas,77642,1941,2022-02-28
81573,for_sale,75000,3,2,,969355,Orange,Texas,77630,1200,
81575,for_sale,159900,2,2,0.61,389433,Bridge City,Texas,77611,1400,2021-09-15
81575,for_sale,55000,2,2,0.37,1181311,Orange,Texas,77630,924,
1851,for_sale,83900,2,1,0.19,196881,Orange,Texas,77630,825,
24647,for_sale,121000,2,1,0.22,584617,Bridge City,Texas,77611,1051,
81575,for_sale,140000,2,2,3,324861,Orange,Texas,77632,1568,2007-07-26
4982,for_sale,118000,3,2,0.17,757773,Buna,Texas,77612,1240,2021-08-17
81575,for_sale,209900,3,2,3,989650,Orange,Texas,77630,1642,
24645,for_sale,95000,,,4.8,724126,Buna,Texas,77612,,
48623,for_sale,125000,3,2,0.5,1381576,Orange,Texas,77632,1170,
61825,for_sale,224000,7,3,0.41,583720,Groves,Texas,77619,2708,
1554,for_sale,289900,4,2,1.6,1539368,Orange,Texas,77632,2733,
81575,for_sale,385000,3,2,1,1769008,Orange,Texas,77630,2623,
53573,for_sale,320000,3,2,0.65,314527,Bridge City,Texas,77611,2692,2014-05-06
1851,for_sale,285000,3,4,0.67,1472812,Orange,Texas,77632,2885,
81575,for_sale,195000,3,2,2.2,1795003,Orange,Texas,77632,1740,
23859,for_sale,270000,3,2,0.24,1442608,Groves,Texas,77619,1839,
1554,for_sale,319900,3,2,0.29,1647767,Orange,Texas,77630,2292,
24643,for_sale,249270,4,3,0.2,531466,Orange,Texas,77632,2374,
81575,for_sale,799000,4,3,11.38,1771646,Orangefield,Texas,77630,3380,
1851,for_sale,349900,4,2,0.43,1575704,Orange,Texas,77632,2947,
81575,for_sale,239900,3,2,,1754682,Orange,Texas,77630,1785,
81575,for_sale,336900,3,3,0.26,1328457,Bridge City,Texas,77611,2038,
81573,for_sale,399900,3,4,0.16,1501856,Orange,Texas,77632,2924,2006-12-21
4982,for_sale,325000,3,3,2,1006517,Vidor,Texas,77662,2613,2015-05-12
53283,for_sale,376545,4,3,0.34,861207,Orange,Texas,77632,2547,
51514,for_sale,219000,3,2,0.22,1205196,Groves,Texas,77619,1624,
23859,for_sale,249900,3,2,0.19,38628,Orange,Texas,77630,1745,2019-12-17
54661,for_sale,397900,4,3,0.25,1528443,Groves,Texas,77619,2554,
1554,for_sale,49900,,,1.8,1060105,Orange,Texas,77632,,
53283,for_sale,369745,4,3,0.34,859116,Orange,Texas,77632,2482,
81575,for_sale,295000,3,2,0.55,1650632,Orange,Texas,77632,2056,
79899,for_sale,272785,4,2,0.25,1455585,Orange,Texas,77630,2204,
81575,for_sale,399900,4,3,0.56,335766,Orange,Texas,77632,2449,
51514,for_sale,70000,2,1,0.5,323166,Buna,Texas,77612,816,
388,for_sale,120000,3,2,0.2,807352,Orange,Texas,77630,1780,2017-07-13
72278,for_sale,39900,2,1,1,1405978,Orange,Texas,77632,840,
36820,for_sale,175000,3,2,0.59,773411,Port Arthur,Texas,77642,1808,
81575,for_sale,98000,,,5,1881568,Bridge City,Texas,77611,,
48623,for_sale,185345,3,2,0.21,849944,Groves,Texas,77619,2018,
81575,for_sale,163900,3,2,0.14,1420597,Groves,Texas,77619,1230,
78979,for_sale,189000,3,2,0.26,1030152,Bridge City,Texas,77611,1797,
81575,for_sale,250000,5,2,7.4,1427308,Vidor,Texas,77662,2640,2016-06-17
22960,for_sale,275000,3,3,0.37,1170915,Buna,Texas,77612,1620,
54661,for_sale,264900,3,2,,1480125,Groves,Texas,77619,1590,
81697,for_sale,245000,4,3,1.45,568736,Kirbyville,Texas,75956,2508,
81575,for_sale,659900,4,5,1,22515,Bridge City,Texas,77611,3947,2020-07-21
388,for_sale,269900,3,2,0.16,776028,Groves,Texas,77619,1984,
22960,for_sale,219000,3,2,1,1289156,Orange,Texas,77632,1885,2021-08-20
2762,for_sale,275000,,,40,1074125,Buna,Texas,77612,,
1851,for_sale,289900,4,3,0.27,60916,Bridge City,Texas,77632,2544,
48623,for_sale,239000,3,2,0.82,1265845,Orange,Texas,77630,2098,2018-07-24
51514,for_sale,275000,3,2,0.7,1410244,Orange,Texas,77630,2500,2017-12-14
14924,for_sale,210000,3,2,0.16,975809,Groves,Texas,77619,2025,2022-02-25
1851,for_sale,234900,3,2,1.28,1501611,Orange,Texas,77632,1769,
1554,for_sale,214000,3,2,0.16,772229,Groves,Texas,77619,1465,
51514,for_sale,44900,,,0.36,1874890,Groves,Texas,77619,,
1851,for_sale,19900,,,0.93,1919223,Orange,Texas,77632,,
79899,for_sale,64900,2,2,0.32,1270886,Orange,Texas,77632,924,
81575,for_sale,250000,2,2,3.68,1320921,Orange,Texas,77632,1808,
81575,for_sale,189900,3,2,0.19,1019465,Orange,Texas,77630,2237,
1851,for_sale,439900,5,4,0.99,1561161,Orange,Texas,77632,3329,
1851,for_sale,12000,,,0.17,106311,Orange,Texas,77630,,
81573,for_sale,298000,,,8.52,1894234,Orange,Texas,77632,,
30635,for_sale,44500,3,1,0.96,1596369,Orange,Texas,77630,1144,
72278,for_sale,36800,3,1,0.3,117280,Vidor,Texas,77662,1130,
80293,for_sale,170000,3,3,0.54,697565,Bridge City,Texas,77611,2553,
81575,for_sale,68000,3,2,0.22,617981,Orange,Texas,77630,1372,2014-01-15
81663,for_sale,125000,3,1,0.39,721601,Vidor,Texas,77662,1161,2007-05-01
1554,for_sale,169900,3,2,0.32,1261443,Port Arthur,Texas,77642,2146,
93123,for_sale,165000,3,2,0.66,645603,Kirbyville,Texas,75956,2436,
388,for_sale,77000,3,2,0.28,1237627,Port Arthur,Texas,77642,1982,
81575,for_sale,18500,,,2.5,1339055,Orange,Texas,77630,,
27172,for_sale,79900,,,10.8,1814242,Orange,Texas,77632,,
22960,for_sale,165000,4,2,1.01,262587,Vidor,Texas,77662,1300,
53573,for_sale,230000,4,3,0.75,1264232,Orange,Texas,77630,2492,
19102,for_sale,900000,9,8,1.23,1735656,Orange,Texas,77630,8717,
51514,for_sale,270000,3,2,4,1835002,Kirbyville,Texas,75956,1840,2017-07-20
99021,for_sale,219900,3,2,0.98,1434320,Vidor,Texas,77662,1597,2017-03-14
388,for_sale,274900,4,2,3.47,1341221,Orange,Texas,77630,1918,2016-03-31
388,for_sale,309900,3,2,0.82,895040,Orange,Texas,77630,1973,2015-03-06
388,for_sale,294900,4,2,2,1365357,Orange,Texas,77630,2045,2011-02-14
48623,for_sale,147000,3,1,0.05,1375449,Groves,Texas,77619,1131,
1851,for_sale,35000,,,1.6,1085778,Orange,Texas,77630,,
81575,for_sale,229900,3,2,1,1122754,Vidor,Texas,77662,1962,
48623,for_sale,230000,3,2,0.21,900298,Port Arthur,Texas,77642,1756,
81575,for_sale,295000,3,2,0.24,1424605,Bridge City,Texas,77611,1949,
1554,for_sale,209000,4,2,,882123,Groves,Texas,77619,2707,
1851,for_sale,30000,,,1.14,1084914,Orange,Texas,77630,,
1554,for_sale,199900,4,2,,1508652,Groves,Texas,77619,1694,
19102,for_sale,575000,3,3,24,1468234,Vidor,Texas,77662,1792,
30635,for_sale,289900,4,2,,895878,Port Arthur,Texas,77642,2360,
34119,for_sale,19900,,,0.83,1815975,Vidor,Texas,77662,,
1554,for_sale,225000,,,2.25,1894100,Groves,Texas,77619,,
78177,for_sale,225000,,,,1051509,Buna,Texas,77612,,
81573,for_sale,360000,,,2.19,1825077,Orange,Texas,77630,,
24645,for_sale,195000,,,4,1957379,Buna,Texas,77612,,
15297,for_sale,95000,1,1,4.07,1627386,Karnack,Texas,75661,2250,
95862,for_sale,79999,3,2,0.6,502491,Waskom,Texas,75692,1200,
88624,for_sale,35000,2,1,0.74,755695,Karnack,Texas,75661,1300,
16523,for_sale,740000,6,3,33.7,447130,De Berry,Texas,75639,6600,
42317,for_sale,136000,4,3,0.45,1194247,Waskom,Texas,75692,2019,2016-04-07
101364,for_sale,59000,,,6,326681,Karnack,Texas,75661,,
89763,for_sale,17500,,,1,79602,De Berry,Texas,75639,,
69409,for_sale,750000,,,200,603703,Karnack,Texas,75661,,
53315,for_sale,515000,5,3,15,286290,Carthage,Texas,75633,3703,
58621,for_sale,398000,,,102,,Tenaha,Texas,75974,,
31016,for_sale,759900,,,81.96,305034,Waskom,Texas,75692,,
15332,for_sale,129500,2,1,2,1545071,Gary,Texas,75643,1088,
101219,for_sale,49500,3,1,,333810,Tenaha,Texas,75974,1140,2022-04-11
80669,for_sale,140000,3,2,0.4,1646428,Waskom,Texas,75692,1260,
15297,for_sale,179900,3,2,1.01,1661068,Waskom,Texas,75692,1798,
15297,for_sale,379900,4,2,1,243734,Marshall,Texas,75672,2205,2016-12-14
52387,for_sale,23880,,,0.37,1978742,Marshall,Texas,75672,,
15297,for_sale,84900,1,1,0.16,1638575,Waskom,Texas,75692,1712,
15297,for_sale,119900,3,2,2,1685494,De Berry,Texas,75639,903,
89763,for_sale,195000,3,2,3.01,1281529,Waskom,Texas,75692,1567,
33968,for_sale,219900,3,2,1,1267990,Marshall,Texas,75672,2197,2020-05-01
16523,for_sale,159000,4,3,2.32,1294245,Waskom,Texas,75692,2432,2010-04-27
15297,for_sale,175000,3,2,0.76,1422729,Waskom,Texas,75692,1568,
97895,for_sale,140000,3,2,0.7,119391,Marshall,Texas,75672,1068,
98297,for_sale,175000,3,2,0.24,1215177,Marshall,Texas,75672,1648,2014-04-01
42317,for_sale,184000,5,3,28.76,1404376,Karnack,Texas,75661,2350,2016-10-14
81463,for_sale,80000,2,1,0.92,833801,Waskom,Texas,75692,892,
16617,for_sale,84900,,,15.7,1861154,De Berry,Texas,75639,,
15297,for_sale,339000,3,2,9.88,134281,Waskom,Texas,75692,1899,2020-02-20
16677,for_sale,199000,3,2,0.49,1195023,Marshall,Texas,75672,1905,2017-11-16
21262,for_sale,599900,3,4,4.42,1054586,Marshall,Texas,75672,2970,2008-07-30
22106,for_sale,195000,1,2,6.85,501699,Tenaha,Texas,75974,4000,2011-01-27
53489,for_sale,160000,3,2,0.21,1325643,Marshall,Texas,75672,1473,2019-12-10
15297,for_sale,249900,3,2,3.72,245356,Marshall,Texas,75672,1942,2014-12-18
102682,for_sale,599000,4,3,27.05,819960,Waskom,Texas,75692,2962,
101219,for_sale,285400,3,2,39.86,250441,Tenaha,Texas,75974,2278,
16523,for_sale,338500,3,3,0.99,1319215,Marshall,Texas,75672,2925,
26050,for_sale,159900,4,2,5.23,1649794,Waskom,Texas,75692,2128,
101219,for_sale,60000,2,1,,186734,Tenaha,Texas,75974,1064,
79902,for_sale,199900,3,3,0.41,1056116,Marshall,Texas,75672,2002,
103674,for_sale,199900,3,2,7.22,1282346,Marshall,Texas,75672,1860,
102678,for_sale,65000,,,20,600168,Bivins,Texas,75555,,
53489,for_sale,75000,2,1,0.47,1151535,Karnack,Texas,75661,1008,
15986,for_sale,899000,4,5,19.94,1825938,Bivins,Texas,75555,5560,
19625,for_sale,499900,4,3,0.08,593872,Karnack,Texas,75661,1650,2022-04-30
48553,for_sale,275000,2,1,21.68,435793,Jefferson,Texas,75657,1390,
26391,for_sale,280000,3,2,1.17,447225,Karnack,Texas,75661,1280,2016-05-26
95633,for_sale,199900,3,1,4.18,347057,Bivins,Texas,75551,960,
895,for_sale,130000,3,3,1.16,583628,McLeod,Texas,75565,1594,
19625,for_sale,114900,3,2,5.2,1813674,McLeod,Texas,75555,1280,
15297,for_sale,219900,2,2,0.89,662670,Karnack,Texas,75661,1563,
69061,for_sale,275000,3,2,5.04,888630,Bivins,Texas,75555,2040,2015-09-21
68878,for_sale,255000,3,2,3,1428740,Bivins,Texas,75555,1800,
95633,for_sale,76000,2,2,1,655583,Atlanta,Texas,75551,2006,
8356,for_sale,149900,2,3,0.48,987931,Bloomburg,Texas,75556,1380,
19625,for_sale,189900,3,3,1.97,1609643,Atlanta,Texas,75551,1944,
95633,for_sale,120000,3,2,0.34,106505,Atlanta,Texas,75551,2244,
95633,for_sale,129900,3,2,1,1161845,Atlanta,Texas,75551,1503,
95633,for_sale,135000,3,1,0.19,1455779,Queen City,Texas,75572,1086,
19625,for_sale,150000,1,1,10,1651448,Atlanta,Texas,75551,288,
68878,for_sale,165000,3,3,0.33,249297,Atlanta,Texas,75551,1760,
69061,for_sale,255000,3,2,1.6,324860,Bivins,Texas,75555,1888,2019-03-21
103101,for_sale,119900,3,1,3.7,976500,Atlanta,Texas,75551,1260,2020-12-08
19625,for_sale,324900,3,3,3.39,691642,Queen City,Texas,75572,2035,2015-01-13
95633,for_sale,134900,3,2,0.49,1768494,Atlanta,Texas,75551,1649,
95633,for_sale,174900,3,2,0.51,26239,Atlanta,Texas,75551,2216,2016-01-06
19625,for_sale,239900,4,2,,1773305,Atlanta,Texas,75551,1785,2013-03-07
103101,for_sale,109000,3,2,17.6,1027186,Bloomburg,Texas,75556,1400,
19420,for_sale,150000,2,2,0.65,619653,Atlanta,Texas,75551,1012,
95633,for_sale,368000,3,2,0.3,1696739,Atlanta,Texas,75551,1979,
95633,for_sale,219900,3,2,2.28,1793778,Queen City,Texas,75551,1700,
95633,for_sale,399900,4,2,21.7,135715,Atlanta,Texas,75551,2895,
95633,for_sale,1475000,4,5,20,202900,Atlanta,Texas,75551,3910,
95633,for_sale,305000,4,2,3.28,1720676,Bloomburg,Texas,75556,2610,
95633,for_sale,105000,,,9.9,670043,Atlanta,Texas,75551,,
101870,for_sale,799000,4,4,51.65,798597,Atlanta,Texas,75551,4225,
95633,for_sale,195000,4,3,0.48,35250,Atlanta,Texas,75551,3560,
15986,for_sale,148500,2,2,2,1342168,Atlanta,Texas,75551,2286,
